case1,case2,label
20110,31953,0
16775,31788,0
3532,19698,0
33300,11694,1
21771,14156,0
21593,8863,0
13357,25370,0
20488,16078,0
8719,12826,1
641,31166,0
2848,31468,0
9197,278,1
16605,17847,0
5806,3829,0
628,3759,1
28242,5389,0
1232,4230,0
28685,6281,0
31716,27641,0
32539,24911,0
24777,8739,0
7514,26811,0
10011,3473,0
570,31322,0
31864,23876,0
1775,14165,0
29801,31646,0
16579,26546,0
25730,7500,0
25828,26669,0
30365,442,0
9755,10110,0
16975,14832,1
30260,27665,1
17482,24607,0
22884,25530,0
26720,1399,0
24440,13731,0
24756,26453,0
17961,10435,0
32311,33581,0
30537,19473,0
24183,24950,0
29761,5554,0
1733,12142,0
18661,30011,0
7431,29513,0
1280,29708,0
12842,11469,0
24976,26478,0
10698,31937,1
24524,32259,0
19351,31495,1
806,26604,0
20616,7302,1
0,3007,0
14205,22089,0
13780,26592,1
28148,13835,0
20447,24638,0
12786,30817,0
18072,6318,0
13335,817,0
27054,19367,0
28248,28034,0
32252,25344,0
29493,30061,0
18969,33065,0
2759,1361,0
19470,26435,0
28339,8579,0
21869,31190,0
16640,12020,0
19314,16553,0
19305,14397,0
21995,10978,0
32982,2690,1
15931,18830,0
30162,22384,0
10310,9066,0
5564,5865,1
25542,13543,0
8962,6694,0
22307,3500,0
24345,20220,0
31319,23825,0
33260,26156,1
26326,31893,1
29649,32215,0
166,12588,0
32742,16606,1
30782,5667,0
7003,12504,0
8872,16197,0
27228,9670,0
1576,16754,0
18380,31275,0
23973,26547,0
15711,24375,1
11367,13568,0
27832,17868,0
25549,15768,0
18578,17989,1
5611,17763,0
11228,6478,0
2020,25858,0
13023,28920,0
15587,237,0
32390,23028,0
33959,24985,0
4900,17641,0
24461,7054,0
31214,1591,0
10933,7549,0
18689,30954,0
18168,30550,0
27724,29249,0
17416,12953,0
14437,753,0
12542,28736,0
33275,14091,0
10622,26589,0
4268,32833,0
23861,21000,0
23037,4959,0
22399,12388,0
12864,25841,0
12083,19088,0
29472,32112,0
28250,1760,0
21177,30387,0
31049,30372,0
27768,20030,0
19096,10486,0
20982,24964,0
1530,16241,0
29991,24765,0
1211,307,0
27078,12944,0
2461,24776,0
4929,16030,0
19902,18252,0
6420,17166,0
24098,10808,0
12443,9839,0
14590,7450,0
31412,27832,0
18881,31975,0
383,31039,1
33317,21183,0
20609,10944,1
1667,24468,0
3724,623,0
7822,10754,1
29967,2490,0
6507,9703,0
16580,9272,0
2290,6631,0
5159,28804,0
29797,30910,0
7326,4082,1
19491,32422,0
33362,16198,0
31891,7162,0
24188,12862,0
3462,14816,1
1845,9092,0
22002,28351,0
4709,22455,1
26171,28842,0
12479,15041,0
20393,4822,0
1717,30089,0
22940,31906,0
19895,9535,0
4533,18896,0
16481,27667,0
22283,21148,1
19644,27032,0
5726,29695,0
4579,2692,0
31630,32968,0
1223,28493,0
12529,20997,0
20248,18197,0
25349,1753,0
4990,24637,0
2856,29650,0
24638,24230,0
2625,12571,0
31225,18788,0
7944,2257,0
30964,27521,0
32864,8517,0
14275,349,0
11276,927,0
10871,2083,0
24639,28975,0
9090,3009,0
6207,31285,0
9862,12730,0
11210,15786,0
25778,29443,0
18425,5226,0
27697,8337,1
4440,12508,0
5604,3610,0
27409,21568,0
19533,29514,0
21786,7063,1
16030,29986,0
1035,5480,0
27323,12020,0
3553,24719,1
12780,19369,0
23907,16062,0
6578,319,0
9089,2807,0
2150,7910,0
1366,3941,0
4027,20144,0
28281,31108,0
20303,21232,0
29075,27079,0
4300,3788,1
22892,8420,0
9960,28960,0
23619,27270,1
29747,14034,0
24484,2823,0
33255,2913,0
15691,29644,0
22724,21707,0
16650,7205,0
28550,20138,0
9834,24790,1
7651,23378,0
28564,17650,0
14537,15500,0
11657,5103,1
26098,9071,0
29219,31046,0
30371,11877,0
20598,17027,0
28270,18234,0
32440,14317,1
28868,23304,0
30386,4764,0
19381,28723,0
31067,19363,0
22304,9198,0
26172,7719,0
26697,18783,0
12472,7677,0
4157,16469,0
21552,30414,0
15217,32488,0
395,21936,0
23579,22552,0
1509,3928,0
3405,30160,0
28257,25834,0
9232,14593,0
1494,8749,0
17621,31658,0
31187,12599,0
17460,4861,0
33670,26073,0
14534,33767,0
31863,26342,0
15296,13861,0
33020,4029,0
31081,26612,1
5950,2210,0
18542,12797,1
30306,25767,0
12081,1724,0
8356,18047,0
1868,28427,1
13008,10328,0
361,22114,0
20782,31521,0
31495,22443,1
7828,13076,0
22419,29547,0
33941,9071,0
5999,4878,0
33064,16393,0
28307,6814,0
2839,3415,0
7016,24419,0
32870,9546,1
621,14882,0
30646,14790,0
7349,1445,0
19501,24229,0
8975,2237,0
9489,29309,0
9774,26069,1
13365,28972,0
13819,19765,0
18490,18393,0
14247,25981,0
12948,1038,0
32072,28505,1
32790,23854,0
32074,19569,0
5153,10478,0
17543,431,0
5156,20607,1
19503,22746,0
30894,6287,0
5458,14642,1
13741,15991,1
28477,12199,0
28268,9913,0
27280,28907,0
4857,7467,0
26537,1000,0
27414,5305,0
32641,30284,0
16737,5938,0
18157,28497,0
10650,16039,1
9688,8664,0
3422,30646,0
5487,20890,0
10747,18725,0
14345,15302,0
10752,12288,0
29980,16141,0
22667,1177,1
9585,2645,1
32453,32898,0
30659,30266,0
18290,32259,0
4617,22568,0
3705,27264,1
1236,33932,0
8274,32524,0
23496,451,0
23162,18384,0
780,18741,0
6215,24262,0
7142,8671,1
9393,23155,1
31757,26294,0
11888,16390,0
15967,23710,0
18860,23600,0
19175,20030,0
32523,20910,0
7238,28509,0
5039,24157,0
12945,21481,0
10898,21396,0
17564,32036,0
8528,31197,0
15951,12287,0
14147,6375,0
9682,5691,0
8634,27831,0
18947,25080,0
23619,5361,0
32049,934,0
15697,8865,0
5582,11908,0
17277,18253,0
21612,16840,0
7295,28542,0
2550,33028,0
12168,3566,0
19342,8138,0
3560,23129,1
16434,29223,0
27827,29027,0
14408,20234,0
18333,27690,0
31182,16360,0
8504,5680,0
16733,28877,0
6926,31954,0
3067,30835,0
13298,7888,0
23269,33258,0
0,13919,1
14801,33642,0
9301,14879,0
25412,30177,0
12990,21871,0
26932,9568,0
11519,18133,0
14197,17802,1
31840,27069,0
6153,4601,0
8732,33560,0
23099,15859,0
282,33671,0
12785,10295,0
24461,17857,0
17018,10882,0
7090,30047,0
12563,10854,0
3056,2949,0
7743,7630,0
6264,9540,0
24586,20033,0
33676,5619,0
17414,16798,0
2738,27186,0
19026,1739,0
8073,5199,0
19501,15371,0
13462,22335,0
12718,26061,1
11604,1250,0
11915,16459,0
8180,25902,0
6745,871,0
6677,14263,0
16967,430,0
25830,5173,1
1369,5482,0
15970,11877,0
28016,22596,0
32974,12193,0
16340,27193,0
31681,26033,0
27178,4420,0
19440,13237,0
19813,24323,0
33055,8283,0
19012,19822,0
1024,3109,1
17914,33249,0
7608,26132,0
13792,25517,0
18601,18367,0
29998,9522,0
13408,286,0
284,15045,1
5947,9869,0
15658,29573,0
4632,18779,0
26873,1878,0
23985,25905,0
30740,2726,0
21286,30255,0
25214,10774,0
21757,25086,0
12373,25803,0
4875,28817,0
32912,25604,0
29803,13204,0
29604,18331,0
29477,6866,0
3210,21578,1
998,21346,0
7846,31898,0
4522,21817,0
21561,1496,0
13278,4689,0
11112,25052,0
31540,27551,0
10888,31949,0
7926,31507,0
19544,6438,0
8566,25085,1
4326,98,0
15203,27124,0
12712,22445,1
23007,10025,0
1381,17543,0
8497,2771,0
30153,2841,0
18960,6978,0
29021,2283,0
15735,11857,1
6379,10064,0
28617,867,0
13129,23228,0
22693,488,0
23775,8400,0
16434,7501,0
3258,20367,0
31692,22241,1
1077,28808,0
21029,22697,0
9843,19924,0
19191,8117,0
18209,4240,0
23384,24401,1
2505,12023,0
31790,2184,1
24396,7542,0
13319,546,0
11026,19393,0
31750,33120,0
7066,17002,0
29649,4277,0
26971,9566,0
25753,31603,0
2333,7117,0
15624,17490,1
21140,110,0
5872,7289,0
10493,19741,0
11592,19636,0
6304,16441,0
29904,3410,0
13125,21084,0
19987,18650,0
24136,26340,0
20719,24751,0
33055,25004,0
25428,26219,0
27856,12084,0
8375,20177,0
15490,9702,0
14183,24681,0
25582,29907,1
21705,28798,0
2646,9553,0
29378,25630,0
26335,23726,0
31340,20422,1
11282,7061,0
8439,20467,0
3244,1668,0
23111,7448,0
26474,5698,0
9458,13,0
9336,27539,0
24291,16686,0
26196,4984,0
25438,21490,0
16950,17530,0
30310,25998,0
27861,19873,0
24145,24636,0
637,33068,0
28843,6691,0
8553,464,0
14970,33708,0
8151,31598,0
21729,18665,0
17319,1070,0
26220,8383,0
20550,9103,0
3192,8040,0
10011,22535,0
10108,26835,0
2733,538,0
6383,3932,0
32526,8544,0
23395,1747,0
31730,13426,0
31547,4362,0
13112,15957,0
19661,10676,0
25115,22125,1
29558,8179,0
14140,25070,0
25565,11687,1
20682,13489,0
19023,1751,0
237,31728,0
23711,7520,1
7201,8032,1
30795,798,0
3557,30694,0
18143,17294,0
4831,23385,0
6650,6296,0
17386,2159,1
21121,19717,0
12049,21072,0
24131,12882,0
32165,26532,0
1714,29806,0
20678,10451,1
30380,17354,1
27291,28456,0
8621,23348,0
562,6247,0
24132,20262,1
32483,30443,0
15082,6758,1
741,1921,0
4576,22684,0
28306,7598,0
30075,30733,0
15573,24609,0
8187,28019,0
13534,16280,0
32483,20173,0
28145,6841,0
11448,25655,0
8329,691,1
13774,21621,0
27119,864,0
20334,25815,0
29829,1997,0
21720,6074,0
28170,20256,1
20383,16322,0
7716,18247,0
25611,25269,0
30145,28335,0
16828,12100,0
12098,20878,0
2772,7886,0
21776,23137,0
16717,29005,0
32258,9762,0
19746,3062,0
13171,12107,0
3623,4669,0
33175,21235,0
19865,18874,0
32452,5300,0
5163,14810,1
31784,3308,0
11252,987,0
2254,11542,0
3451,5128,0
9495,23460,0
20929,12254,0
25399,15397,0
16178,12304,0
28614,3911,0
4490,28421,0
14815,9456,0
15278,25960,0
5991,21254,0
562,14399,0
23595,28644,1
30699,24305,0
923,24369,0
27466,10748,0
31270,32339,0
31590,30634,0
24895,24469,0
25157,15305,0
8947,618,0
11721,26965,0
19205,13209,0
26585,28770,0
26665,4124,1
28574,29420,0
16895,9597,0
12903,14855,0
10824,19484,0
15895,26711,0
27253,11183,0
13928,20491,0
9681,26080,0
26029,4381,1
18846,15583,0
32831,2380,0
4829,31146,0
33181,18524,0
4533,15672,0
22753,30371,0
27645,7887,0
23185,13189,0
7187,21477,0
4441,24495,0
1318,23664,0
14525,11896,0
24920,30082,0
28331,22012,0
5039,10918,0
18107,2593,0
30261,17003,1
2925,13385,0
32612,33256,0
26297,12227,0
20731,21514,0
22207,4498,0
15784,10339,0
11711,10167,0
33382,11798,0
24628,25846,1
7323,21826,0
22883,3434,0
11403,24461,0
23276,26337,0
26506,13990,0
1572,14671,0
24704,7387,0
1122,8740,0
10135,29954,0
24545,6230,0
30477,9597,1
24086,11079,0
31747,3573,0
28770,21522,0
20147,23665,0
2625,11209,0
18215,8466,0
27806,31929,0
24836,14866,0
5937,11682,0
12210,27003,0
7312,13825,0
22327,4417,0
33736,8021,0
21221,11771,0
21342,20676,0
23704,27653,0
28571,9455,1
821,14719,1
10249,12725,0
31251,28930,0
13231,31655,0
16311,12470,0
26149,4479,0
21319,22283,0
8026,24132,0
6985,651,0
30520,9705,0
565,14325,0
25378,27167,0
11589,19621,0
15189,1428,0
6956,29961,0
30001,2195,0
2440,8485,0
5810,29028,0
4393,11677,0
19344,19212,0
25659,10396,0
31651,11367,0
5657,7840,0
28804,416,0
31190,655,0
6805,19029,0
31739,11323,0
14151,22486,0
4784,13626,0
22371,17511,0
31615,3257,0
18402,27549,0
29974,33984,1
8862,5317,0
12030,25936,0
11314,3583,0
2233,24247,0
32632,4762,0
20363,25445,1
4781,20325,0
17292,694,0
21765,1251,0
23360,28116,0
13643,24148,0
11036,25554,1
21604,19911,0
30461,20067,0
20881,13494,0
22124,29381,0
6350,1,0
8347,19727,1
14222,7841,0
9915,19803,0
20854,20315,1
30881,3779,0
23203,24259,0
17841,25074,0
31961,29279,0
19201,15983,0
16625,7000,0
15313,28376,0
3780,23699,0
12558,22665,1
1232,25263,0
5950,12836,0
31160,12132,0
22006,32907,0
19592,16924,0
13984,9985,0
17882,18185,0
9251,13338,0
22261,23911,0
4971,12318,0
2607,7658,0
7127,19001,1
12010,21907,1
13319,32236,0
18938,6217,0
16902,18486,0
19223,28743,1
12023,28271,1
28591,27452,0
19925,33169,0
32645,7794,0
3975,27883,0
21825,27268,0
19560,9146,0
32250,13458,0
25090,17270,0
25916,27230,0
30919,3336,1
2291,29242,0
10445,24955,0
20489,18148,0
31556,22644,0
14217,11248,0
10841,121,0
4231,4244,0
7877,21667,0
19146,32527,0
8572,2462,0
3513,23511,0
4237,28249,0
19327,30081,0
6345,21230,0
20715,18375,0
31273,19499,0
28914,550,1
33219,6819,0
2594,8924,1
11711,20254,0
7498,1688,0
18842,19025,0
8039,15266,0
29330,29128,0
2103,468,0
33791,22265,0
17257,29440,0
25016,26103,0
3516,12082,0
8473,3182,1
11409,6586,1
31778,24388,0
28518,14351,0
27011,27608,0
32928,28534,0
23011,11451,1
13713,13863,0
22723,20320,0
24635,21751,0
12384,26382,0
11752,33425,0
16949,21550,0
32803,29958,0
19478,3283,0
23322,12015,0
26431,1485,0
25539,5608,0
21805,9484,0
28003,21382,0
10984,18367,0
50,2955,0
6256,31830,0
1553,30197,1
16288,32357,0
2052,26834,0
8956,20166,0
4654,16580,0
16840,11930,0
6313,11247,0
1307,32293,0
24441,11045,0
5310,12934,0
19586,23950,0
26252,32035,0
31819,16985,0
3455,2255,0
32754,23309,0
4020,16087,0
14856,16580,0
23875,15835,0
11176,19232,0
1602,18491,0
1794,18848,1
14469,3611,0
10596,2100,0
25961,25428,0
26061,2537,0
10794,29720,0
2361,1078,0
29999,32105,0
9557,5327,0
4833,8809,0
19498,8495,0
9983,19678,0
15532,11478,0
19651,3168,0
9004,23407,0
13301,26570,0
12228,3834,0
29333,3123,0
16425,9728,0
33107,2767,0
31695,8764,0
8103,2966,0
10907,27113,0
12557,29577,0
30994,6895,0
15055,22566,0
17986,1162,0
8323,11454,0
4288,28827,0
17366,20798,0
9257,15759,0
24098,31664,0
30981,6479,0
20868,8641,1
11716,4740,0
12347,8454,0
27570,16127,1
27444,23879,0
15555,33687,0
26060,28468,0
22581,6291,0
20760,17669,0
12216,14852,0
12771,3997,0
18730,8204,0
28675,3020,0
19025,29805,0
22889,30654,0
4075,4649,0
27726,24534,0
12848,16759,0
4301,20766,0
15948,9482,0
30166,2539,1
13220,6709,1
3875,3627,0
13039,11101,1
33584,21686,0
26008,21140,0
3056,23668,0
25588,5401,0
32613,28947,0
31302,6183,0
19106,5916,1
3569,32737,0
24693,13126,0
20058,7961,0
623,25967,0
32098,32201,0
14264,24082,0
9142,28052,0
8560,9965,0
26234,647,0
10814,18567,0
10432,5231,1
21794,25288,0
31099,29539,0
21254,15860,0
1005,19631,0
14253,26041,0
7455,26516,0
22058,17741,0
4197,21486,0
27683,29895,1
20131,32188,0
5053,14476,0
4009,24192,0
12503,3037,1
14521,25045,0
27888,6694,0
4575,12197,0
8046,14140,0
25366,17083,0
29577,3450,0
30526,17001,0
4214,6040,0
27147,9637,0
9480,29875,0
22836,26388,1
27801,10616,0
19485,18375,0
9605,13281,0
28595,28586,0
7190,9237,0
19393,8534,0
11562,21788,0
21276,5037,0
21837,29903,0
27748,24212,0
1580,23024,0
4859,17805,0
27440,17226,0
22174,30998,0
14886,16910,0
16332,7996,0
21648,19651,0
27623,1619,0
25552,12307,0
30370,24963,0
27183,550,0
22273,10012,0
23580,19994,0
18741,15642,0
1654,31773,1
18682,33129,0
31015,26431,0
29899,1094,0
9005,5634,0
32671,1653,0
5009,12762,0
19978,3003,0
24715,14453,0
9722,13191,0
30075,12147,0
33560,932,0
13439,30914,0
17630,5708,0
28212,12305,0
22288,186,0
17731,18179,0
2532,13891,0
9150,25987,0
19138,2015,0
9938,19276,0
16761,6519,0
15673,17195,0
1837,32312,0
6120,16876,1
17987,18424,0
17042,9440,0
11760,18996,0
28123,12991,0
4549,22624,0
12668,12891,0
19385,31450,0
538,15252,0
32638,30361,0
9080,3023,0
9422,31614,0
11255,10611,0
9055,31363,0
3226,11851,0
26420,33429,1
10074,2904,0
9054,25850,0
24946,7277,0
23941,30832,0
6826,30205,0
12402,3598,0
19451,13787,0
17354,15808,0
14744,26439,0
1210,20346,0
14686,26550,0
16880,28034,0
10550,28743,0
32681,7102,0
31141,15257,0
3917,2236,0
33607,29912,1
21284,14494,0
30630,3459,1
1620,32193,0
26323,6884,0
6672,5728,0
20810,9757,0
18978,31749,1
751,5591,0
32246,32719,0
12649,7623,0
9214,7392,1
17684,30539,0
8356,21776,0
19130,23059,0
29466,10902,0
13582,30333,0
17342,4424,0
26444,20899,0
18211,21107,0
33166,9376,0
7830,28715,0
5386,13219,0
19310,31146,0
2192,19825,0
17005,25862,0
4652,18225,0
29689,14288,0
1681,18175,0
6135,18312,0
899,14752,0
14237,5511,0
13415,12967,0
2679,11580,1
6122,7343,0
31006,12655,0
26109,22612,0
19558,11570,0
32779,26703,1
15630,2584,0
13556,575,0
18040,14007,0
10628,23764,0
21238,14170,0
21710,33661,0
27680,24465,0
18421,1973,0
28704,28380,0
29901,10670,0
16158,16494,0
27230,19488,0
19857,25395,1
24481,27915,0
15652,5320,0
4867,27032,0
12939,19561,0
21602,10655,0
23690,29072,0
5406,15610,1
12193,27321,0
22969,18142,0
22112,4630,0
1112,27374,0
5807,14694,0
194,7176,0
9574,23960,0
19604,3484,0
16893,14739,0
7263,13403,0
6062,33347,0
5311,13657,0
5200,390,1
8653,22966,0
33735,26731,0
26272,14685,0
12851,27228,0
8087,11162,0
15327,1756,0
7081,19380,0
2810,32298,0
22909,13728,0
29982,8380,0
20257,6286,0
27926,9632,0
28016,7574,1
13423,29926,1
28240,24059,0
21822,6434,0
15494,6268,1
11570,11073,0
33909,4779,0
30360,10505,0
23277,26886,0
20846,20218,0
32889,25733,0
24983,9451,0
1390,32231,0
15639,20448,0
10835,2559,0
33052,31843,0
1937,6679,0
10390,15096,0
8205,4393,0
30852,18552,0
28248,25958,0
20895,16774,0
8069,20667,0
13826,14500,1
16306,33043,0
20969,17338,0
10475,27395,1
23661,4144,0
274,1869,0
25227,10359,0
12625,3736,0
4948,23487,0
11677,22510,0
12905,12018,1
30657,7692,0
12603,6624,0
4257,20874,0
4917,10097,0
20456,10765,1
13326,2195,0
30622,22289,0
24500,22881,0
4668,5866,0
33407,21538,0
5225,31782,0
1002,16620,0
805,10346,0
25991,14869,0
31271,29289,0
25685,30697,1
12614,10629,0
11989,32547,0
24518,8224,0
13001,17301,0
9622,19237,0
6346,2816,0
18963,1543,0
7245,680,0
535,32170,0
4756,10613,0
4440,6209,0
25589,16547,0
16666,20404,0
8089,33625,0
33614,22419,0
19737,26773,0
9544,13891,0
18295,30709,0
17893,505,0
33060,30545,0
12083,16558,1
30256,28825,1
3496,345,0
8700,24335,0
30847,25485,1
19655,10411,0
25444,14859,0
28044,10625,0
29311,16861,0
26625,26460,1
4508,23066,0
11244,20421,0
3319,15713,0
3546,19593,0
17325,581,0
