case1,case2,label
748,20096,0
2676,31398,0
31765,10831,0
22958,22609,0
6575,17422,0
23912,28582,1
10811,1702,0
10819,9530,0
28543,9257,0
19845,5981,0
29657,799,0
19804,5746,0
26013,29664,0
19061,16588,0
14907,17261,0
7467,29226,0
21903,15607,0
21492,51,0
8241,32566,0
20295,9533,0
16813,31655,0
32801,23793,0
11017,18786,0
16240,5575,0
20134,29353,0
14848,9053,0
10580,4167,0
9519,4654,0
5663,21249,0
15835,12231,0
18807,27669,1
22155,17739,0
5539,22927,0
28837,28651,0
8039,26972,0
22777,8963,1
4518,14481,1
1117,16735,0
16179,482,0
11219,14363,0
10271,30350,0
12964,6677,0
20816,12388,0
30562,3203,0
9553,16485,1
24793,23431,0
29925,21760,0
3475,10164,0
5262,20269,0
7524,15189,1
23941,31075,0
8543,30080,1
25258,10940,0
28839,31198,0
4881,2032,0
12601,29651,1
1274,29285,0
15742,2304,0
16612,15239,1
19759,12587,0
4919,4592,0
26345,4854,0
32062,9151,0
11149,23552,0
9510,17965,0
14705,29649,1
20219,24078,0
1594,27435,0
18382,12831,0
1548,5077,0
32304,21590,0
20761,14226,0
3752,26126,0
5017,21545,1
16217,5473,0
31702,12529,0
2252,15062,0
7612,2869,0
7649,3370,0
24221,25110,0
10515,7524,0
27948,11584,0
8356,27004,0
18488,29365,0
10254,21926,0
7017,13414,0
12238,30785,0
3396,27330,0
10602,25677,0
3611,13881,1
29011,30830,0
14768,27229,0
27808,3733,0
19946,7747,0
10010,9720,0
30202,7224,0
29092,16950,0
15704,24623,1
15142,26061,0
9713,4382,0
13995,12686,0
1855,6518,0
25252,17832,0
2628,4647,0
23285,27307,0
5716,7464,0
23701,31040,0
16137,17153,0
13305,25648,0
12450,22654,0
17103,15357,0
29207,13540,0
30784,5275,0
12625,11030,0
5606,711,0
20533,5254,0
23042,29378,0
16808,21388,0
3239,22143,0
6471,12935,0
19092,14172,0
16103,8007,0
5481,29781,0
25675,12886,0
22028,20750,0
26560,12738,0
20999,12767,1
10300,20850,0
31260,3195,1
12018,30127,0
7566,16964,0
1499,29448,1
10312,9755,1
5321,11206,0
733,14955,0
26197,26070,0
10487,22625,1
6933,17810,0
29003,10432,0
19766,10545,1
5162,13581,0
3340,23444,0
28918,12953,0
22410,2493,0
23376,29548,0
15420,1508,0
18170,15435,0
6813,19973,0
4349,21412,0
852,26725,0
29456,3603,1
14992,13264,0
27825,8520,0
12128,27590,1
14034,3956,0
7378,2095,0
23871,16637,0
29366,22220,1
21981,8530,0
2253,7768,0
5487,19670,0
25790,27565,0
24525,24903,0
15367,11656,0
23217,30913,0
24729,17537,0
2940,3014,0
14177,15857,0
3931,23208,0
5202,18927,0
24375,3335,0
1905,30165,0
11078,15090,0
28365,29515,1
15481,4702,0
15220,10082,1
29035,8645,0
28268,25608,0
12358,24801,0
5043,11841,0
31051,179,0
5044,9171,0
24187,2320,1
31346,16445,0
9323,23934,0
16391,28009,0
32846,19275,0
458,28350,0
27762,21818,1
16204,19069,0
29932,18357,0
8945,14254,0
12697,2979,0
7618,17706,0
22903,24483,0
11256,32390,0
8250,25534,0
28691,5545,1
12924,14600,0
7455,29807,0
29208,21544,0
11328,10831,0
1175,25270,0
28771,21666,0
28601,17817,0
21991,23944,1
8848,5108,0
3622,2327,0
25333,20061,0
30391,18199,0
5031,3999,0
30139,14076,0
18886,26698,0
1064,23903,0
9411,30658,0
8020,2347,0
16954,13187,0
16391,22901,0
25116,5248,0
23006,6255,0
9406,28002,1
3366,25622,0
22406,1461,0
25440,11420,0
11127,19019,0
29352,30202,0
28533,8748,0
15353,7456,0
20475,18657,0
21658,5503,0
31288,10654,0
16270,26794,0
10722,14541,0
32330,5664,0
11370,18278,0
1364,2883,1
4579,30506,0
6761,19864,0
3121,11945,0
6585,26096,0
28398,30519,0
4422,16062,0
14460,25359,1
15792,2398,0
961,26643,0
21468,11170,0
30800,3944,1
19916,10379,1
23919,12618,1
573,11134,0
14900,16225,0
22238,17252,0
12871,26581,0
16129,3273,0
26890,13800,1
10053,32944,0
13529,15023,0
30459,2351,1
19219,8402,0
26152,27356,1
13299,4356,0
16619,17151,0
16523,16899,0
15265,14261,0
4389,24596,0
23718,32625,0
21385,32301,0
22194,24484,0
7004,25467,0
19543,20979,0
6959,13250,0
26159,28463,0
17899,6269,0
15165,14747,0
11612,5974,0
20971,6996,0
31731,614,0
634,16488,0
9930,25154,1
12479,30551,1
17981,14806,0
32978,7722,0
1639,28558,0
3512,11597,0
23950,18209,0
27724,8750,0
15393,23760,0
32782,5915,0
21970,21490,0
30327,12109,1
30466,29764,0
10553,3024,0
14206,12146,0
20215,8929,0
3760,13376,1
21611,6328,0
27120,29166,0
6042,27649,1
338,7321,1
14687,932,0
1425,29345,0
28149,9588,0
30537,2347,0
1628,8526,0
11830,29792,0
24412,19131,0
19942,32497,0
27804,17678,0
3450,18556,0
14982,22250,0
28922,30121,0
18016,17127,0
27609,22948,0
10479,14087,0
606,12966,0
12402,22356,0
30868,23592,0
17529,9216,0
3228,28906,0
1502,17133,0
4806,17973,0
28155,11478,0
885,7864,0
7463,11366,0
12614,7949,0
28907,8939,0
28965,25317,0
4252,13673,0
29561,24216,0
3979,18444,0
27808,29589,0
14301,21250,0
8920,30507,0
5352,76,0
4672,2278,0
26612,24116,1
19111,3381,0
1574,21435,0
23523,19515,0
26998,25530,1
23870,7320,0
3809,31619,0
24037,414,0
28112,10142,0
4718,21593,0
2078,31533,1
4116,28425,1
31472,9376,0
31253,30341,0
8945,31185,0
5808,27593,0
8032,17465,0
27306,26525,0
13841,16928,0
5154,31229,0
2842,31570,0
802,29809,0
25575,14737,0
25731,19052,0
13332,18592,0
6198,26738,0
19358,28848,0
30101,30012,0
27418,11451,0
32553,851,0
7847,21035,0
4449,14099,1
28520,28653,0
6798,14010,0
21444,22440,0
22172,12550,1
27654,594,0
32766,8211,0
8492,15252,0
2453,23064,0
23748,10115,0
12393,25610,0
32896,24601,0
28026,7194,0
3537,18473,0
29718,28651,0
16260,3472,0
26495,13278,0
9102,12626,0
7483,2196,0
1891,10889,0
5391,14179,0
32483,6856,0
32254,25385,0
9975,24731,0
7757,32561,0
20557,24111,1
13441,7921,0
4861,30263,1
8853,614,0
30784,12612,0
20241,14668,0
26645,15048,0
17610,13677,1
6900,7232,0
5531,6077,0
4091,2055,1
20470,2222,0
8925,4181,0
14328,13499,0
20799,7378,0
28419,20941,0
10924,28078,0
15455,3724,0
29585,25127,0
1197,425,0
27729,23397,0
1794,8735,0
3225,13702,0
14516,16570,0
15909,7084,0
12886,24404,0
13902,10407,0
12638,25247,0
16212,15797,0
26069,27485,0
23074,21967,0
3439,9971,0
25335,4766,0
3867,3332,0
6707,2354,0
30086,14510,0
29445,28531,0
17522,671,1
13911,12782,0
3113,8589,0
1709,1162,0
21139,21320,0
20090,29310,0
21219,4816,0
16406,10251,0
18496,10578,0
12230,27523,0
13769,27494,0
11315,25428,0
5928,32847,0
30267,16045,0
28337,14169,0
5395,16807,0
11150,5832,1
11855,2649,0
8834,25403,0
12306,1110,0
27127,15994,0
16368,3892,0
27373,377,1
22803,32500,0
14576,13394,1
20245,11816,0
989,24591,1
6112,29285,0
10196,15795,0
7677,6763,0
21390,1502,0
20206,25560,0
5806,17951,0
16928,30573,0
2560,26412,0
17403,27861,1
29867,2128,0
30277,5420,1
10009,29778,0
23418,5132,0
13445,28558,0
27893,19236,0
21878,17364,1
1531,24609,0
3505,25038,0
21208,23197,0
5061,10889,0
17763,31389,0
6128,11653,0
13772,32372,1
27494,29086,1
6759,7256,0
29026,2949,0
18377,30833,0
13019,26993,0
11020,7187,0
27904,48,0
26047,16224,0
20562,14412,0
29058,10783,0
29971,26210,0
241,25243,0
25081,26305,0
20296,27245,0
17058,20760,0
2117,25662,0
22677,21669,0
5707,20268,0
2447,12561,0
28385,11529,0
21259,1914,0
10685,26833,0
1167,5676,0
2620,16091,0
22566,25075,0
3211,6046,1
21728,17246,0
27867,31495,0
7012,2143,0
12278,28211,0
20995,21819,1
2425,32965,0
18955,25774,0
5321,739,0
26496,30313,0
4312,19276,0
4139,25106,0
414,12981,0
1820,10934,0
5228,13308,0
26672,28007,1
332,28117,0
28072,5388,0
756,32819,0
22908,31890,0
19797,18493,0
4673,28683,0
7516,16359,0
10080,18432,0
5097,18214,0
14314,18737,0
10205,19633,0
13573,11070,0
3379,19792,0
534,19712,0
2573,3600,0
5924,20856,0
5788,17828,0
2070,12298,0
4032,15188,0
22057,16618,0
31294,2559,0
28715,8536,0
1806,28674,0
18829,14850,1
31594,26691,0
12338,32110,0
5116,24404,1
3215,19627,0
11455,22582,0
6999,20423,0
27021,30671,0
9848,12003,0
11782,22251,1
27754,6159,0
31164,15849,0
32541,29107,1
26248,17308,0
26980,17803,0
4899,30787,0
1072,1634,0
22252,3181,0
4666,26318,0
8643,31467,0
7924,24163,0
3538,16403,0
24022,15040,0
31347,31685,1
27413,8454,0
6805,26038,0
14731,19050,0
9965,30564,0
3453,31081,0
26464,13742,0
23380,14371,0
16884,9420,0
29577,13113,0
29059,19440,0
25312,9946,0
8345,11592,0
4601,2988,0
1245,29738,0
31144,8909,1
25538,12779,1
12454,613,0
5944,31847,0
31637,3691,0
26851,15495,0
28544,24131,0
30607,19220,0
5160,3734,0
27521,20509,0
8519,22771,0
13169,32151,1
20612,25978,0
17361,1181,0
20425,28149,0
27474,14926,0
31366,28715,0
8253,21289,0
24727,18156,0
14706,21738,0
30460,28815,0
16363,20776,0
19653,1229,0
15176,24840,0
24978,10349,0
27336,32475,0
5703,20755,0
16557,1512,0
23387,1946,0
28205,26623,0
31686,19245,0
24504,22921,0
30483,23027,0
3575,9256,0
29333,29210,0
26562,8717,0
12387,13932,0
14252,1922,1
15134,31173,0
567,22291,0
27541,22526,0
3303,6659,0
15303,5593,0
29986,17207,0
242,23751,0
17793,4720,0
6957,10663,0
23870,6172,0
5850,6160,0
23492,9734,0
6235,24057,0
8067,27000,0
1486,15936,0
5839,25445,1
21395,22054,0
3660,947,0
3972,19240,1
29190,13401,0
11849,32176,0
31576,5368,0
9111,16254,0
23586,26451,0
6157,25821,0
4964,32067,0
22431,10008,0
26791,27851,0
30634,16557,0
29649,29965,0
27137,28719,0
11661,24225,0
27811,30409,0
4339,25645,0
11838,30930,0
5507,17170,0
31650,15686,1
21446,12885,0
23810,928,0
27334,8215,0
14846,7856,0
11598,4863,0
18450,24344,0
13330,12706,0
23976,28916,0
32196,18617,1
22047,32202,0
29595,19015,0
27024,22197,0
17077,17484,0
9067,28951,0
31262,29122,0
254,30143,0
30826,14356,0
17769,22356,1
8804,14420,0
15476,17903,0
22563,9772,1
8071,29396,1
20998,8780,0
21174,10853,0
28463,8420,0
14586,1976,0
338,10937,0
2356,16317,0
28343,26388,0
20032,9145,0
19887,28960,0
31475,12288,0
30665,3734,0
14462,12161,0
1293,25515,0
1220,18565,0
16944,7527,0
3150,2219,0
11162,15378,0
4411,9906,0
28036,9761,0
24723,9123,0
4678,4777,0
19979,28785,0
32260,17692,0
12539,19037,0
25662,26156,1
28801,23963,0
3589,17848,0
30482,2920,0
22231,15041,0
4215,17164,0
26931,32069,1
19051,23651,0
4688,23127,0
28335,26821,0
80,9522,0
581,29112,0
4702,7219,0
11981,30049,0
7064,5507,0
8646,2657,0
21280,16010,0
20452,4260,0
26713,22161,0
13474,11369,0
10381,4582,0
11353,22546,0
9509,24787,0
15271,12043,1
20524,13322,1
1522,7763,1
32815,27656,0
16784,2454,0
21265,20048,0
14063,24596,0
21229,15215,0
21092,22332,0
15638,31267,0
25751,11092,0
31656,4491,0
2556,27302,0
15092,16853,0
26473,17528,0
23665,4529,0
24110,15868,0
18764,80,0
23893,8419,1
2279,31684,0
12434,32036,0
4678,13651,0
23483,13143,1
7129,1637,0
12004,9920,1
14554,12554,0
12713,26630,0
20029,12696,0
1615,24339,0
32415,7282,0
32869,16286,0
7103,9102,0
804,3198,1
6156,27020,0
17145,15583,0
10876,14094,0
9693,23471,1
2821,8072,0
19977,6642,0
30747,2820,0
32453,9237,0
11375,3129,0
23747,13445,0
27099,9475,0
52,5481,1
25497,21357,0
32239,30642,0
9368,21425,0
8790,31145,0
32235,13117,1
28674,24802,1
29410,6342,0
28792,23099,0
20943,26003,1
7886,8443,0
26452,15548,1
7549,16351,0
2366,16658,0
21154,12136,0
25595,16149,0
21614,32448,0
23730,2127,0
3380,15592,0
5082,5350,0
32620,9220,0
5992,14778,0
6543,5165,0
9122,25687,0
29140,30963,0
24362,23594,1
6751,26755,0
2983,17661,1
5902,8326,0
5578,14193,0
8720,27468,0
9944,26740,0
13952,29775,0
760,26227,0
3147,17694,0
31599,23226,0
17573,7390,0
29128,30339,0
11887,29747,1
18932,26821,0
26844,26242,0
15516,17169,0
7806,14518,0
24033,6768,0
22435,29978,0
2385,14068,0
24585,12157,0
23127,22791,0
14295,13544,0
32043,24382,0
14467,19257,0
15739,3987,0
17937,15818,0
27893,29929,0
22508,594,0
14854,1766,0
25714,9466,0
31732,8570,0
9331,10347,0
15514,25917,0
23124,26864,0
1040,6686,1
7815,13640,0
446,1968,0
14653,22832,0
14101,3812,0
15410,950,0
7991,14116,0
17740,27499,0
22151,20982,0
21925,7884,1
14921,5552,0
12056,21258,0
13603,10905,0
4573,12402,0
4264,19527,0
25039,20432,0
2625,2426,0
16445,10179,0
27832,11624,0
6304,23502,0
14717,19246,0
14770,31818,1
26466,24097,0
31083,22444,0
16979,6609,0
11628,27372,0
13964,29643,0
18613,22272,0
13225,21800,0
9644,4600,0
20918,2711,0
32330,4693,1
7592,3383,0
5911,8305,0
12383,6683,1
8817,28211,0
5176,27287,0
1975,21129,0
29841,10099,1
3379,5728,0
20102,24130,0
27675,25161,0
618,23462,0
23177,2518,0
23002,4944,0
18126,20919,1
14364,22259,0
6071,27713,0
28244,9912,0
23098,18628,0
30254,7396,0
28362,10548,1
6517,23923,0
16920,15698,0
8072,20093,0
18475,24927,0
20910,21708,0
2653,23182,0
19275,32463,0
24319,19669,0
29216,14194,0
28150,5658,0
4078,12605,0
4544,26214,0
29858,15219,0
22655,18813,0
24964,4213,0
25866,1496,0
31505,21364,0
24294,18977,0
13482,12633,0
15651,11871,0
4420,11542,0
15169,14958,0
21456,24364,0
7908,32337,0
30871,20437,0
18417,23775,0
8118,30890,0
2871,26990,0
14800,15538,0
10078,11790,0
26679,7603,0
2427,26063,0
12156,24315,0
27058,2979,0
32938,17267,0
22934,17836,0
24424,20278,0
23774,7455,1
20899,26336,0
17633,16078,0
3454,18320,0
29134,1310,0
25573,12960,0
22921,12857,0
21266,27905,0
14705,22176,0
11505,9082,0
8591,3157,0
25698,4590,0
13617,8384,0
13110,10968,0
2343,29851,0
23476,16290,0
28809,3229,1
27321,29709,0
21687,14932,0
31043,29518,0
26561,22342,0
26700,28065,0
28812,20634,0
30458,5634,0
3938,1926,0
31962,7119,0
29543,12492,0
4024,17458,1
21781,8052,0
22111,5049,1
1429,28736,1
19,31963,0
9819,16970,0
28727,27935,0
23659,24438,0
6938,15741,0
31240,2650,1
17058,377,0
27529,10382,0
5319,14103,0
12079,3887,0
17088,22758,0
15278,28763,0
6721,16647,1
23509,18719,0
30674,18353,0
8727,8337,0
7828,29059,0
25265,26171,0
10206,27309,0
14319,13967,0
21202,32328,0
15661,20649,0
13611,22791,0
8380,28668,0
13803,28814,0
11345,26980,0
24414,27304,0
3769,20028,0
5594,32412,0
11515,6700,0
21668,31562,0
7882,31931,0
6396,9624,0
1805,13386,0
19920,19755,0
25268,24992,0
12314,32174,0
19579,15869,0
19242,11776,0
22155,8307,0
30434,19409,0
32738,1788,0
11850,13665,0
29223,2311,0
519,29417,0
24237,3145,0
10746,25917,0
28652,31990,0
26597,3701,0
31020,13319,0
22968,21623,0
8961,6389,0
10946,7697,0
19754,27167,0
123,18269,0
7125,9743,0
4382,4910,0
27184,20476,0
104,27303,0
16564,2146,0
7340,28843,0
16643,2661,0
10111,28016,0
3785,1579,0
14498,175,0
21455,4189,1
10104,15920,0
31948,16325,0
18956,21137,0
11996,19238,0
10330,22842,0
7211,23129,1
9448,14790,0
10389,25081,0
25059,15224,0
8484,1524,0
15827,32570,0
9992,7951,0
17767,4101,0
10865,4884,0
7618,9315,0
16508,21243,1
28393,21622,0
2548,22879,1
6952,29064,0
4771,7005,0
27648,5596,0
4931,28903,0
17268,29658,0
23660,20107,1
1093,8988,0
17808,8043,0
3805,30159,0
12024,10827,0
25445,28966,0
12044,4576,0
22575,30236,0
11508,18373,0
9305,17994,0
29392,26170,0
23995,5278,0
4880,11960,0
22715,13087,0
10513,9029,0
11514,10711,0
10454,32575,0
8723,21271,0
4668,2315,0
7039,28333,0
3762,24339,0
26977,16307,0
22573,23761,0
8514,22911,0
2497,2133,1
26420,3869,0
10318,21403,0
1730,447,1
17,20728,0
20861,9425,0
14190,11202,0
23752,10573,0
16995,29792,0
27989,14928,1
5626,9026,0
25470,7020,0
4165,17820,0
11448,12,0
1980,29980,0
8431,176,0
30407,26252,0
27800,4884,0
28080,3763,0
4772,17500,0
16368,21944,0
17792,32791,0
18323,26801,0
11755,1066,0
22416,11113,1
24322,18344,0
21159,25420,0
22939,31104,0
28873,4042,0
32880,3297,1
14253,13498,0
8559,21087,0
2004,27577,0
18161,29475,0
23055,14797,0
6841,20731,0
29113,1216,1
7721,13181,0
18932,15006,0
23014,21075,1
12107,6495,1
16600,8160,0
14102,20319,0
10202,23353,0
12610,1169,0
7221,2727,0
5145,21180,0
9530,7961,0
3868,4441,0
26855,18243,0
542,21272,0
16156,13414,0
13371,4355,0
1654,14969,0
12598,25067,0
31936,2987,0
1678,19021,0
10475,17146,0
9065,31334,0
29117,6950,1
12801,2258,0
30970,22359,0
13711,7014,0
25171,16405,1
23560,4525,1
24167,8965,0
3257,14621,0
3527,23352,0
2368,8910,1
848,16427,0
18722,6963,0
30432,22708,0
6324,30921,0
19334,3522,0
9830,6275,0
7890,15209,0
16055,896,0
9621,11686,0
26504,25341,0
3569,17739,0
5133,14351,0
27302,20221,0
17417,28,0
24165,10155,0
24565,27074,0
6692,10202,1
21454,23118,0
13901,2586,0
6505,13200,1
31896,13853,0
27839,4229,0
14442,10158,0
4582,951,0
29968,26334,0
23455,23671,0
31049,8128,0
14510,18881,0
24783,6004,0
3469,13437,0
5465,26363,0
2066,1617,0
7810,30396,0
30783,5143,0
32102,22717,0
25224,2579,0
31047,6963,0
23210,17904,0
23497,9220,1
5103,23322,0
17724,1273,0
1500,30244,0
2875,28045,0
31770,31759,0
23598,20645,1
31467,8215,0
24894,10566,0
2644,2583,0
8180,27488,1
12054,10107,0
30393,24809,0
2778,3897,0
31009,4326,0
30721,21450,0
22338,29618,1
28916,23724,0
5064,3087,0
29647,29177,1
8611,24141,0
4363,15864,0
11880,13373,0
3330,26274,1
19629,19251,0
8455,6706,0
14517,9285,0
23156,15238,0
5768,6017,0
7287,20707,0
26509,15178,0
6253,3791,0
10736,8918,0
6141,19667,0
31703,25858,0
19726,17706,0
14770,32641,0
30687,18833,0
14472,22090,1
14885,31248,0
17827,19508,1
4815,21980,0
25790,11743,1
14972,29476,1
13881,2487,0
7350,31089,0
21053,6352,0
10127,2426,0
18741,24716,0
13896,948,0
3591,2268,0
2048,29174,0
18980,1961,0
22346,19632,0
15045,19397,0
17667,32673,0
5417,21617,0
22470,261,1
27764,28941,0
31787,3965,0
18603,1185,0
32198,28812,0
4550,19470,0
28440,29920,0
9319,3270,0
9018,22887,0
13994,15560,0
28485,3556,0
10026,4717,0
19957,1402,0
20608,3119,0
31413,23052,0
3132,27594,0
30167,21261,0
7356,30521,0
30667,16677,0
9589,18928,0
22737,5694,0
25677,32314,0
23092,20257,0
4891,16829,0
1788,19089,0
20678,25965,0
30434,28890,0
16960,3186,0
11649,21134,0
15495,28283,0
2140,13386,0
5933,16498,0
3355,16636,0
15741,5627,0
24553,28746,0
30991,7942,0
8844,27771,0
22211,14500,0
2518,21898,0
12661,26069,0
676,17559,1
21293,24396,0
31159,24727,0
4958,15516,0
19784,17128,0
9291,831,0
8704,28613,0
26958,6330,0
16853,11057,0
21216,5217,0
11716,27705,0
4356,10175,0
10685,817,0
17228,32427,0
15876,28387,0
30792,21423,0
23162,15745,0
29739,9556,0
12762,30651,1
21070,17592,0
19173,11793,0
24376,25286,0
10842,17888,0
16192,15696,1
7869,21341,0
25397,7086,0
25434,27516,0
20949,7145,0
4992,12804,0
27322,27945,0
9069,32304,0
10315,17004,1
5768,23623,0
873,8755,0
7114,12021,0
13708,11512,0
15825,10048,0
12583,593,0
31401,4076,0
14157,4570,0
6230,25411,0
20804,10708,0
1688,1441,0
1515,6775,0
2669,5712,0
27163,20774,0
30753,23443,0
8012,27749,0
17030,13018,0
13851,28623,0
5632,4842,0
23180,7722,0
12471,7074,0
18831,16747,0
25987,28121,1
29211,12873,0
17779,3569,0
6791,5889,0
8289,8798,0
18371,29302,0
27093,14690,0
26509,4427,0
29137,21965,1
31525,5164,0
30228,8400,0
30578,29355,0
16296,17953,1
27646,3575,0
25298,7002,0
14874,12288,0
2364,1904,0
5104,6417,0
2142,31526,0
21522,4856,0
2020,14738,0
30619,4368,0
20675,630,0
2433,27927,0
12506,16366,0
5347,10493,1
10542,12063,0
242,28944,0
5681,859,1
8144,12148,0
6179,16299,0
7078,2905,0
8697,32600,0
31412,23454,0
30816,11302,0
21097,1338,0
8674,13025,1
12536,9791,0
24027,26294,0
28613,4931,0
13753,32990,0
26147,908,0
12107,13291,0
31372,29887,0
1171,22963,0
31822,27802,0
9,5217,0
28491,23159,0
349,12099,0
32754,18625,0
28542,3150,0
29855,25628,0
31650,26476,0
4568,9603,0
3906,13677,1
19668,28792,0
31221,9622,1
26521,1830,0
13143,31515,1
13594,24658,0
1643,30362,0
3882,5321,0
22896,4106,0
23769,10583,0
12114,6750,0
16414,30530,0
23071,16614,0
14578,5529,0
16892,25665,0
14802,8703,0
5521,17583,0
368,2255,0
21324,12426,0
31077,7197,0
23065,3353,0
17431,9286,0
30801,18452,0
23807,25853,0
19032,393,0
8719,19135,0
1670,15461,0
11699,3486,0
6883,24089,0
24471,4697,0
27553,9319,0
23767,2726,0
14765,6031,0
16828,6152,0
17507,22728,0
15195,26704,0
8194,10220,0
27421,22054,0
28944,24130,0
7247,1081,1
14398,32877,1
31159,1672,1
2663,3965,0
7150,27895,0
9132,21278,0
2977,13711,0
16539,4331,0
30196,12353,0
23361,19332,1
27328,14134,0
19847,883,0
12270,19290,0
22917,3677,0
8523,25775,0
11177,11972,0
19585,6871,0
19271,24542,0
2324,2129,0
15387,9605,0
29650,24031,0
26695,29398,0
8667,2564,0
5853,7067,0
24165,14473,0
29272,12443,0
9926,7337,0
32387,2828,0
3653,14990,0
24650,24599,0
17001,26853,0
271,4133,0
938,17647,0
31933,17774,0
239,10799,0
7054,1798,0
2440,15420,1
31598,13530,0
6142,9526,0
2171,30913,0
20287,415,0
16362,14952,0
23146,16938,0
2094,4381,0
23222,30844,0
27339,17465,0
7442,32649,0
25016,25828,0
32065,23152,0
31964,26054,0
485,31570,1
124,21287,0
7681,8060,0
28855,10623,0
4191,1432,1
25578,31327,1
8307,13000,0
23094,8376,0
22260,9234,0
24339,16738,0
7120,19289,0
7861,13127,0
7145,20188,0
29506,13700,0
13751,20051,1
12041,6892,0
28036,27876,0
6895,1104,0
23639,9283,0
5983,22399,1
28238,22152,0
23516,27160,0
17813,5014,0
28978,332,0
1583,32519,0
21844,14686,0
26902,28143,1
12950,6216,0
21936,5610,0
13750,26027,0
31280,22029,0
15965,27791,0
2317,19670,0
23544,13086,0
8825,26733,0
11702,16136,0
8923,23937,0
24978,12176,0
13051,5197,0
29954,30682,0
4228,1086,0
13721,13068,0
3690,14848,0
22666,4873,0
16363,11968,0
16645,32989,0
6989,22595,0
11015,26160,0
24692,5259,0
21012,2162,0
2785,14189,0
32941,1210,0
16626,23392,0
8510,27093,0
17216,10946,0
10968,6806,0
8612,32971,1
1818,11653,0
28702,4943,0
23076,32641,0
30790,10145,0
20599,15423,0
25411,11921,1
122,18602,0
22900,9736,0
1850,20757,0
10058,29766,0
27962,23043,0
2685,27614,0
22152,20051,1
27209,32573,0
9147,869,0
5951,3255,0
19518,6988,1
3756,2801,0
18613,22002,0
30881,28362,0
15266,11979,0
17208,21581,0
4620,20417,0
11465,210,0
16325,14583,0
17821,23193,0
29291,13853,0
25430,31907,0
26385,19638,1
3180,28142,0
14876,17390,0
5406,15172,0
3401,17291,0
13489,10377,1
568,14936,0
29373,26611,0
17462,2323,0
24718,13834,0
8789,6452,0
9279,18423,1
4386,22086,0
16072,12919,0
